fecha,activo,modelo,particion,senal,retorno_futuro,precio_cierre
2024-04-11,META,SVM,validacion,0,-0.0217580609733454,519.1560668945312
2024-04-12,META,SVM,validacion,1,-0.0230613075175248,507.9822387695313
2024-04-15,META,SVM,validacion,1,-0.0009398808222412,496.4015502929687
2024-04-16,META,SVM,validacion,1,-0.011248504540627,495.9352111816406
2024-04-17,META,SVM,validacion,1,0.0153220250405295,490.387939453125
2024-04-18,META,SVM,validacion,0,-0.0421887262087421,497.95953369140625
2024-04-19,META,SVM,validacion,0,0.0013709782370876,477.38824462890625
2024-04-22,META,SVM,validacion,1,0.0293936407830873,478.0431823730469
2024-04-23,META,SVM,validacion,1,-0.0052546132536928,492.30316162109375
2024-04-24,META,SVM,validacion,0,-0.1116167260770311,489.72308349609375
2024-04-25,META,SVM,validacion,1,0.0043179400020697,438.001953125
2024-04-26,META,SVM,validacion,1,-0.0243643212800029,439.8973083496094
2024-04-29,META,SVM,validacion,1,-0.0056792523235534,429.30902099609375
2024-04-30,META,SVM,validacion,1,0.0207515513762782,426.8777770996094
2024-05-01,META,SVM,validacion,1,0.0056536655985827,435.8287048339844
2024-05-02,META,SVM,validacion,1,0.0230079059639824,438.2997131347656
2024-05-03,META,SVM,validacion,1,0.0299050771121763,448.5009765625
2024-05-06,META,SVM,validacion,0,0.005482342958398,462.1159973144531
2024-05-07,META,SVM,validacion,1,0.0092682451346628,464.6564331054687
2024-05-08,META,SVM,validacion,1,0.005949353470364,468.9830017089844
2024-05-09,META,SVM,validacion,0,0.0016393470664096,471.7814636230469
2024-05-10,META,SVM,validacion,1,-0.0173483357779219,472.5555114746094
2024-05-13,META,SVM,validacion,1,0.0081715334382002,464.42816162109375
2024-05-14,META,SVM,validacion,0,0.0203281735228851,468.2388000488281
2024-05-15,META,SVM,validacion,0,-0.0174078331390348,477.8546447753906
2024-05-16,META,SVM,validacion,1,-0.0027931915662201,469.6082153320313
2024-05-17,META,SVM,validacion,1,-0.0065267399625801,468.29833984375
2024-05-20,META,SVM,validacion,1,-0.0090201369330974,465.2518310546875
2024-05-21,META,SVM,validacion,1,0.0067566286927274,461.0740661621094
2024-05-22,META,SVM,validacion,1,-0.0042847838885133,464.1999206542969
2024-05-23,META,SVM,validacion,1,0.0263576433973796,462.2151794433594
2024-05-24,META,SVM,validacion,0,0.0035484001900782,474.56005859375
2024-05-28,META,SVM,validacion,0,-0.011652850486571,476.2469787597656
2024-05-29,META,SVM,validacion,1,-0.0155302851583576,470.72955322265625
2024-05-30,META,SVM,validacion,1,-0.0004710349182443,463.4754638671875
2024-05-31,META,SVM,validacion,0,0.0225780178574158,463.2572021484375
2024-06-03,META,SVM,validacion,0,-0.0010477162900861,473.8356018066406
2024-06-04,META,SVM,validacion,1,0.0371834372751916,473.33941650390625
2024-06-05,META,SVM,validacion,0,-0.0026293123247607,491.2711181640625
2024-06-06,META,SVM,validacion,0,-0.0016216108411472,489.9811096191406
2024-06-07,META,SVM,validacion,0,0.0193666547157587,489.1871948242187
2024-06-10,META,SVM,validacion,0,0.0096429801984387,498.7534484863281
2024-06-11,META,SVM,validacion,0,0.0026959939436795,503.586181640625
2024-06-12,META,SVM,validacion,0,-0.009359049480712,504.9456787109375
2024-06-13,META,SVM,validacion,0,0.0011114539205678,500.2419128417969
2024-06-14,META,SVM,validacion,0,0.0048872600299005,500.7982177734375
2024-06-17,META,SVM,validacion,0,-0.0141933499763448,503.2517395019531
2024-06-18,META,SVM,validacion,1,0.0044147293671563,496.1593627929687
2024-06-20,META,SVM,validacion,0,-0.0138890787588464,498.3546142578125
2024-06-21,META,SVM,validacion,1,0.0083124108670835,491.4807739257813
2024-06-24,META,SVM,validacion,0,0.0231608684452258,495.5831909179687
2024-06-25,META,SVM,validacion,0,0.004923246615996,507.1952819824219
2024-06-26,META,SVM,validacion,0,0.0124726353192425,509.698486328125
2024-06-27,META,SVM,validacion,0,-0.0299696563944179,516.0955810546875
2024-06-28,META,SVM,validacion,1,0.0009117764829932,500.85784912109375
2024-07-01,META,SVM,validacion,1,0.0095053127059982,501.3147277832031
2024-07-02,META,SVM,validacion,0,0.0009023922322422,506.10260009765625
2024-07-03,META,SVM,validacion,1,0.0570703119746955,506.55950927734375
2024-07-05,META,SVM,validacion,0,-0.0198094556654592,536.3098754882812
2024-07-08,META,SVM,validacion,0,0.0012838624498412,525.7904052734375
2024-07-09,META,SVM,validacion,0,0.0088101822185142,526.4658813476562
2024-07-10,META,SVM,validacion,0,-0.0419962310351683,531.1246337890625
2024-07-11,META,SVM,validacion,1,-0.0273454861657988,509.2812805175781
2024-07-12,META,SVM,validacion,1,-0.0054470152115024,495.5434265136719
2024-07-15,META,SVM,validacion,1,-0.0129215830698298,492.8515319824219
2024-07-16,META,SVM,validacion,1,-0.0584335365720692,486.5240783691406
2024-07-17,META,SVM,validacion,1,0.0295593626510172,458.909423828125
2024-07-18,META,SVM,validacion,1,0.0019736230885772,472.6769714355469
2024-07-19,META,SVM,validacion,1,0.0220089838646957,473.61077880859375
2024-07-22,META,SVM,validacion,1,0.002643083523238,484.1500244140625
2024-07-23,META,SVM,validacion,1,-0.0577447014271058,485.4313659667969
2024-07-24,META,SVM,validacion,0,-0.0171866876258426,458.1942443847656
2024-07-25,META,SVM,validacion,1,0.0267447632451851,450.3866882324219
2024-07-26,META,SVM,validacion,1,2.144016490407469e-05,462.5946960449219
2024-07-29,META,SVM,validacion,1,-0.0054257365197435,462.6046142578125
2024-07-30,META,SVM,validacion,1,0.0248195594340925,460.1014404296875
2024-07-31,META,SVM,validacion,0,0.0471208134452217,471.6638488769531
2024-08-01,META,SVM,validacion,0,-0.0194754652889401,494.4209899902344
2024-08-02,META,SVM,validacion,0,-0.0257517627410087,484.8850708007813
2024-08-05,META,SVM,validacion,1,0.0378671661591192,472.5578308105469
2024-08-06,META,SVM,validacion,0,-0.0105188149026136,490.7953796386719
2024-08-07,META,SVM,validacion,0,0.0414860251182733,485.6598510742187
2024-08-08,META,SVM,validacion,0,0.0158461607872194,506.2317199707031
2024-08-09,META,SVM,validacion,0,-0.0035212614193372,514.3174438476562
2024-08-12,META,SVM,validacion,0,0.0241086156166582,512.5095825195312
2024-08-13,META,SVM,validacion,0,-0.0033733285887388,525.015625
2024-08-14,META,SVM,validacion,0,0.019867380187122,523.24755859375
2024-08-15,META,SVM,validacion,0,-0.0186154940782554,533.7470703125
2024-08-16,META,SVM,validacion,0,0.0035207421987731,523.9030151367188
2024-08-19,META,SVM,validacion,0,-0.004829670222439,525.7507934570312
2024-08-20,META,SVM,validacion,0,0.0158775532646524,523.2177124023438
2024-08-21,META,SVM,validacion,0,-0.0060537000843725,531.5914306640625
2024-08-22,META,SVM,validacion,0,-0.0074156448875376,528.383056640625
2024-08-23,META,SVM,validacion,0,-0.0131159091637444,524.479248046875
2024-08-26,META,SVM,validacion,1,-0.003883799158109,517.6451416015625
2024-08-27,META,SVM,validacion,1,-0.0044792407201315,515.6386108398438
2024-08-28,META,SVM,validacion,1,0.0027824158081718,513.3341064453125
2024-08-29,META,SVM,validacion,1,0.0059451330644617,514.764404296875
2024-08-30,META,SVM,validacion,1,-0.0184891255989764,517.8338623046875
2024-09-03,META,SVM,validacion,1,0.0019130983943151,508.3475341796875
2024-09-04,META,SVM,validacion,1,0.0080030357061724,509.3209838867187
2024-09-05,META,SVM,validacion,1,-0.0326239003673253,513.4134521484375
2024-09-06,META,SVM,validacion,0,0.0089946248671589,496.9341735839844
2024-09-09,META,SVM,validacion,1,0.0,501.424072265625
2024-09-10,META,SVM,validacion,1,0.0138499470269195,501.424072265625
2024-09-11,META,SVM,validacion,0,0.0265478334626709,508.4170837402344
2024-09-12,META,SVM,validacion,0,-0.0018661293212922,522.09521484375
2024-09-13,META,SVM,validacion,1,0.0173259560004515,521.121826171875
2024-09-16,META,SVM,validacion,0,0.0056843326413414,530.2294311523438
2024-09-17,META,SVM,validacion,0,0.0030346040222862,533.2520141601562
2024-09-18,META,SVM,validacion,0,0.0385626918365198,534.8726806640625
2024-09-19,META,SVM,validacion,0,0.0040161264225807,555.9016723632812
2024-09-20,META,SVM,validacion,0,0.0054364238599239,558.1387329101562
2024-09-23,META,SVM,validacion,0,-0.001915172575277,561.1812744140625
2024-09-24,META,SVM,validacion,0,0.0088013795798299,560.1075439453125
2024-09-25,META,SVM,validacion,0,-0.0008273091131478,565.0590209960938
2024-09-26,META,SVM,validacion,0,-0.0008458463701797,564.5917358398438
2024-09-27,META,SVM,validacion,0,0.0089139471801516,564.1143798828125
2024-09-30,META,SVM,validacion,0,0.0070155006722033,569.1653442382812
2024-10-01,META,SVM,validacion,0,-0.0063693965731555,573.17236328125
2024-10-02,META,SVM,validacion,0,0.0172387205701503,569.533203125
2024-10-03,META,SVM,validacion,0,0.0223473982077523,579.4363403320312
2024-10-04,META,SVM,validacion,0,-0.0189043354920869,592.531005859375
2024-10-07,META,SVM,validacion,1,0.0137732648327083,581.434814453125
2024-10-08,META,SVM,validacion,0,-0.0040224323313655,589.4984741210938
2024-10-09,META,SVM,validacion,0,-0.0113767209993346,587.1320190429688
2024-10-10,META,SVM,validacion,1,0.0104279959658494,580.490234375
2024-10-11,META,SVM,validacion,0,0.0007962118006912,586.5752563476562
2024-10-14,META,SVM,validacion,0,-0.0070535420062511,587.04248046875
2024-10-15,META,SVM,validacion,1,-0.0163024163844516,582.9163208007812
2024-10-16,META,SVM,validacion,1,0.0002429444883795,573.4904174804688
2024-10-17,META,SVM,validacion,1,-0.0007976920788858,573.6297607421875
2024-10-18,META,SVM,validacion,1,-0.0022752226322455,573.17236328125
2024-10-21,META,SVM,validacion,1,0.0118395379402911,571.8697509765625
2024-10-22,META,SVM,validacion,0,-0.0319830798680774,578.6806640625
2024-10-23,META,SVM,validacion,1,0.0072294308561769,560.4655151367188
2024-10-24,META,SVM,validacion,1,0.0095879222702418,564.5320434570312
2024-10-25,META,SVM,validacion,1,0.0085285917123478,569.9707641601562
2024-10-28,META,SVM,validacion,1,0.0258161317826826,574.8526000976562
2024-10-29,META,SVM,validacion,0,-0.0024980742356987,589.8862915039062
2024-10-30,META,SVM,validacion,0,-0.0417868767207764,588.41455078125
2024-10-31,META,SVM,validacion,0,-0.000740266802492,564.3331909179688
2024-11-01,META,SVM,validacion,1,-0.0114911192559147,563.9155883789062
2024-11-04,META,SVM,validacion,1,0.0207399373818706,557.47265625
2024-11-05,META,SVM,validacion,1,-0.0006639171580029,569.1553344726562
2024-11-06,META,SVM,validacion,0,0.0337734626031515,568.777587890625
2024-11-07,META,SVM,validacion,0,-0.0039965815243684,588.3152465820312
2024-11-08,META,SVM,validacion,1,-0.0105246328805036,585.9686889648438
2024-11-11,META,SVM,validacion,1,0.0028255835215695,579.8339233398438
2024-11-12,META,SVM,validacion,0,-0.0082760953934662,581.474609375
2024-11-13,META,SVM,validacion,1,-0.0049086446874017,576.68212890625
2024-11-14,META,SVM,validacion,1,-0.0408102729106111,573.8583374023438
2024-11-15,META,SVM,validacion,1,0.0005773795315384,550.9104614257812
2024-11-18,META,SVM,prueba,1,0.0119948771458855,551.2286376953125
2024-11-19,META,SVM,prueba,1,0.0078643489020559,557.88037109375
2024-11-20,META,SVM,prueba,1,-0.0043063656952094,562.2850341796875
2024-11-21,META,SVM,prueba,1,-0.0070394100538892,559.8688354492188
2024-11-22,META,SVM,prueba,1,0.0106204092389112,555.9415283203125
2024-11-25,META,SVM,prueba,1,0.0148072757789269,561.8773193359375
2024-11-26,META,SVM,prueba,0,-0.0075957289596373,570.2590942382812
2024-11-27,META,SVM,prueba,1,0.0089547355218815,565.9439697265625
2024-11-29,META,SVM,prueba,0,0.0317211549516436,571.0346069335938
2024-12-02,META,SVM,prueba,0,0.034516792435904,589.4388427734375
2024-12-03,META,SVM,prueba,0,0.0002119511552045,610.1395874023438
2024-12-04,META,SVM,prueba,0,-0.0079332551311874,610.2689208984375
2024-12-05,META,SVM,prueba,0,0.0240784214737228,605.4466552734375
2024-12-06,META,SVM,prueba,0,-0.0164875713101225,620.2017822265625
2024-12-09,META,SVM,prueba,0,0.0093280351386658,610.0599975585938
2024-12-10,META,SVM,prueba,0,0.0213424579654677,615.7772827148438
2024-12-11,META,SVM,prueba,0,-0.0029915081266004,629.0607299804688
2024-12-12,META,SVM,prueba,0,-0.0166893145060013,627.1817016601562
2024-12-13,META,SVM,prueba,1,0.0070572982231261,616.8013305664062
2024-12-16,META,SVM,prueba,0,-0.0077189277266366,621.169677734375
2024-12-17,META,SVM,prueba,1,-0.0365807245013643,616.3933715820312
2024-12-18,META,SVM,prueba,0,-0.0027163358419392,594.252685546875
2024-12-19,META,SVM,prueba,1,-0.0174796933105218,592.6406860351562
2024-12-20,META,SVM,prueba,0,0.024640324002524,582.3715209960938
2024-12-23,META,SVM,prueba,1,0.0130841939023907,596.8995971679688
2024-12-24,META,SVM,prueba,1,-0.0072663532255281,604.7608642578125
2024-12-26,META,SVM,prueba,1,-0.0058842054910193,600.3823852539062
2024-12-27,META,SVM,prueba,1,-0.0143911917053307,596.8599853515625
2024-12-30,META,SVM,prueba,1,-0.0097387046212516,588.3319702148438
2024-12-31,META,SVM,prueba,1,0.0231789336469816,582.6301879882812
2025-01-02,META,SVM,prueba,0,0.008954371786821,596.2926635742188
2025-01-03,META,SVM,prueba,0,0.0414207926569277,601.6560668945312
2025-01-06,META,SVM,prueba,0,-0.0197268730469998,627.1004638671875
2025-01-07,META,SVM,prueba,1,-0.0116719097031522,614.8509521484375
2025-01-08,META,SVM,prueba,1,0.0083811201602495,607.7161865234375
2025-01-10,META,SVM,prueba,0,-0.0123020939741154,612.8309326171875
2025-01-13,META,SVM,prueba,1,-0.0234172761259942,605.3380126953125
2025-01-14,META,SVM,prueba,1,0.0377632686999275,591.3273315429688
2025-01-15,META,SVM,prueba,0,-0.0094757688230549,614.0847778320312
2025-01-16,META,SVM,prueba,1,0.002401922571642,608.2933349609375
2025-01-17,META,SVM,prueba,0,0.0060038153163188,609.7561645507812
2025-01-21,META,SVM,prueba,0,0.0113552225438981,613.4280395507812
2025-01-22,META,SVM,prueba,0,0.0205571684617585,620.433349609375
2025-01-23,META,SVM,prueba,0,0.0171974201568404,633.3197021484375
2025-01-24,META,SVM,prueba,0,0.0189546204203663,644.3053588867188
2025-01-27,META,SVM,prueba,0,0.0216615724702599,656.6343994140625
2025-01-28,META,SVM,prueba,0,0.0031981166958895,671.0133056640625
2025-01-29,META,SVM,prueba,0,0.0154166352693257,673.1627197265625
2025-01-30,META,SVM,prueba,0,0.0031680640270326,683.6210327148438
2025-01-31,META,SVM,prueba,0,0.0119428314779882,685.7902221679688
2025-02-03,META,SVM,prueba,0,0.0096029551236857,694.0296020507812
2025-02-04,META,SVM,prueba,0,0.0009653285208271,700.7264404296875
2025-02-05,META,SVM,prueba,0,0.0100503628292812,701.4031982421875
2025-02-06,META,SVM,prueba,0,0.0035471529500451,708.4880981445312
2025-02-07,META,SVM,prueba,0,0.0040225902926504,711.0056762695312
2025-02-10,META,SVM,prueba,0,0.0033398135372624,713.8715209960938
2025-02-11,META,SVM,prueba,0,0.0077222545397655,716.2597045898438
2025-02-12,META,SVM,prueba,0,0.0043744234816926,721.812255859375
2025-02-13,META,SVM,prueba,0,0.0110699044534042,724.9766845703125
2025-02-14,META,SVM,prueba,0,-0.0279431234098735,733.0466918945312
2025-02-18,META,SVM,prueba,1,-0.0177451029004042,712.8466186523438
2025-02-19,META,SVM,prueba,1,-0.0127700365534288,700.3086547851562
2025-02-20,META,SVM,prueba,1,-0.0163820131279272,691.4225463867188
2025-02-21,META,SVM,prueba,1,-0.0228167975328733,680.1879272460938
2025-02-24,META,SVM,prueba,1,-0.0160380630280412,664.8439331054688
2025-02-25,META,SVM,prueba,1,0.0243401108339556,654.2661743164062
2025-02-26,META,SVM,prueba,1,-0.0232152245267365,670.386474609375
2025-02-27,META,SVM,prueba,1,0.01501791929676,655.0025634765625
2025-02-28,META,SVM,prueba,1,-0.0198761534173073,664.91357421875
2025-03-03,META,SVM,prueba,1,-0.0232432584695846,651.828125
2025-03-04,META,SVM,prueba,1,0.0254086997709362,636.8522338867188
2025-03-05,META,SVM,prueba,1,-0.044448156861181,653.2411499023438
2025-03-06,META,SVM,prueba,1,-0.0036217244962433,624.8416137695312
2025-03-07,META,SVM,prueba,1,-0.0452330089014608,622.5827026367188
2025-03-10,META,SVM,prueba,1,0.0128274568301979,595.048828125
2025-03-11,META,SVM,prueba,1,0.0226079918667887,602.73095703125
2025-03-12,META,SVM,prueba,1,-0.0478027738350754,616.5126953125
2025-03-13,META,SVM,prueba,1,0.0291993526760134,587.7349853515625
2025-03-14,META,SVM,prueba,0,-0.0044534750322014,605.1494750976562
2025-03-17,META,SVM,prueba,1,-0.0379745525297492,602.46044921875
2025-03-18,META,SVM,prueba,1,0.0029149602780776,580.01123046875
2025-03-19,META,SVM,prueba,1,0.0033160966727315,581.7044067382812
2025-03-20,META,SVM,prueba,1,0.0173402839329645,583.6365966796875
2025-03-21,META,SVM,prueba,1,0.0372026730193027,593.8452758789062
2025-03-24,META,SVM,prueba,0,0.0119826689855523,616.35400390625
2025-03-25,META,SVM,prueba,0,-0.0247812582193368,623.7839965820312
2025-03-26,META,SVM,prueba,1,-0.0138438364473413,608.5158081054688
2025-03-27,META,SVM,prueba,1,-0.0438287674623077,600.149658203125
2025-03-28,META,SVM,prueba,1,-0.0006592194175507,574.4139404296875
2025-03-31,META,SVM,prueba,1,0.0165874556087167,574.035400390625
2025-04-01,META,SVM,prueba,1,-0.0035387716613531,583.6365966796875
2025-04-02,META,SVM,prueba,1,-0.0938521189344201,581.5748901367188
2025-04-03,META,SVM,prueba,1,-0.0519052685238049,529.4758911132812
2025-04-04,META,SVM,prueba,1,0.0225673980484194,502.6943664550781
2025-04-07,META,SVM,prueba,0,-0.0112984025857899,514.1678466796875
2025-04-08,META,SVM,prueba,0,0.1376346079021661,508.3912658691406
2025-04-09,META,SVM,prueba,0,-0.0697774135509541,583.4075317382812
2025-04-10,META,SVM,prueba,0,-0.0049912810085314,544.086669921875
2025-04-11,META,SVM,prueba,1,-0.0224929622837527,541.3777465820312
2025-04-14,META,SVM,prueba,1,-0.018917884393061,529.3364868164062
2025-04-15,META,SVM,prueba,1,-0.0375302518486933,519.4166870117188
2025-04-16,META,SVM,prueba,1,-0.0016537480555913,500.28411865234375
2025-04-17,META,SVM,prueba,0,-0.0341161208699532,499.45745849609375
2025-04-21,META,SVM,prueba,1,0.0317202756850291,482.7052917480469
2025-04-22,META,SVM,prueba,0,0.0391801755641601,498.26226806640625
2025-04-23,META,SVM,prueba,0,0.0244549197456472,518.1717529296875
2025-04-24,META,SVM,prueba,1,0.0261393504679136,530.9998168945312
2025-04-25,META,SVM,prueba,0,0.0045030158898151,545.0628051757812
2025-04-28,META,SVM,prueba,0,0.0085132422555478,547.5227661132812
2025-04-29,META,SVM,prueba,0,-0.0098602108683576,552.203857421875
2025-04-30,META,SVM,prueba,0,0.0414077310455343,546.7857666015625
2025-05-01,META,SVM,prueba,0,0.0424444912669859,569.9022216796875
2025-05-02,META,SVM,prueba,0,0.0037618057854481,594.6121215820312
2025-05-05,META,SVM,prueba,0,-0.0201596289824279,596.8531494140625
2025-05-06,META,SVM,prueba,0,0.0160459900084793,584.9412841796875
2025-05-07,META,SVM,prueba,0,0.0020088247092431,594.4029541015625
2025-05-08,META,SVM,prueba,0,-0.0092736947071504,595.5982055664062
2025-05-09,META,SVM,prueba,0,0.0762433383606618,590.100341796875
2025-05-12,META,SVM,prueba,0,0.0256292241588261,636.8511352539062
2025-05-13,META,SVM,prueba,0,0.0050631783482474,653.3840942382812
2025-05-14,META,SVM,prueba,0,-0.0237570650757154,656.70068359375
2025-05-15,META,SVM,prueba,0,-0.0055132362451249,641.2832641601562
2025-05-16,META,SVM,prueba,0,0.0001405774923777,637.7574462890625
2025-05-19,META,SVM,prueba,0,-0.0052133234626122,637.8471069335938
2025-05-20,META,SVM,prueba,0,-0.0025145700818327,634.5304565429688
2025-05-21,META,SVM,prueba,0,0.0016823772606989,632.9368896484375
2025-05-22,META,SVM,prueba,0,-0.0150522143392048,634.0026245117188
2025-05-23,META,SVM,prueba,1,0.024044348033821,624.5309448242188
2025-05-27,META,SVM,prueba,0,0.001959948137838,639.7293701171875
2025-05-28,META,SVM,prueba,0,0.0022813657603524,640.9844360351562
2025-05-29,META,SVM,prueba,0,0.003775447416404,642.4484252929688
2025-05-30,META,SVM,prueba,0,0.0355167902125969,644.8785400390625
2025-06-02,META,SVM,prueba,0,-0.0060550002034321,668.1941528320312
2025-06-03,META,SVM,prueba,0,0.031151106772823,664.1604614257812
2025-06-04,META,SVM,prueba,0,-0.0048522498762754,685.1754150390625
2025-06-05,META,SVM,prueba,0,0.0189396403399911,681.8588256835938
2025-06-06,META,SVM,prueba,0,-0.0052451833410837,694.8960571289062
2025-06-09,META,SVM,prueba,0,0.0119446774949934,691.2607421875
2025-06-10,META,SVM,prueba,0,-0.0118293703270772,699.567138671875
2025-06-11,META,SVM,prueba,0,-0.0011244147067064,691.3404541015625
2025-06-12,META,SVM,prueba,0,-0.01524484185953,690.5635375976562
2025-06-13,META,SVM,prueba,1,0.0285690091894709,680.1158447265625
2025-06-16,META,SVM,prueba,0,-0.0069889850638357,699.8262939453125
2025-06-17,META,SVM,prueba,0,-0.0020962404382379,694.9522705078125
2025-06-18,META,SVM,prueba,0,-0.0194765145879842,693.4970092773438
2025-06-20,META,SVM,prueba,1,0.0234357487050058,680.1207885742188
2025-06-23,META,SVM,prueba,0,0.0193805013543216,696.2481689453125
2025-06-24,META,SVM,prueba,0,-0.0049547482878887,709.8734130859375
2025-06-25,META,SVM,prueba,0,0.0242699236126103,706.3648681640625
2025-06-26,META,SVM,prueba,0,0.010330773792098,723.718017578125
2025-06-27,META,SVM,prueba,0,0.0060610434685441,731.2333374023438
2025-06-30,META,SVM,prueba,0,-0.0258985529772242,735.6788330078125
2025-07-01,META,SVM,prueba,1,-0.0078866493204824,716.8704223632812
2025-07-02,META,SVM,prueba,1,0.007594742933843,711.2389526367188
2025-07-03,META,SVM,prueba,0,-0.000918425772639,716.6611938476562
2025-07-07,META,SVM,prueba,0,0.0032242744395905,716.0032958984375
2025-07-08,META,SVM,prueba,0,0.0166644324616174,718.3156127929688
2025-07-09,META,SVM,prueba,0,-0.0075890703399782,730.38623046875
2025-07-10,META,SVM,prueba,1,-0.0134697012939197,724.8642578125
2025-07-11,META,SVM,prueba,1,0.0047413807061852,715.166015625
2025-07-14,META,SVM,prueba,1,-0.0147141513192681,718.56494140625
2025-07-15,META,SVM,prueba,1,-0.0105853445648235,708.0692749023438
2025-07-16,META,SVM,prueba,1,-0.0021362038816777,700.6136474609375
2025-07-17,META,SVM,prueba,1,0.0040834560341978,699.1185913085938
2025-07-18,META,SVM,prueba,1,0.0122632672103945,701.979248046875
2025-07-21,META,SVM,prueba,1,-0.0115110218791598,710.6408081054688
2025-07-22,META,SVM,prueba,1,0.0123664388693839,702.5075073242188
2025-07-23,META,SVM,prueba,1,0.0017080422174792,711.2489624023438
2025-07-24,META,SVM,prueba,1,-0.0029703051172506,712.46484375
2025-07-25,META,SVM,prueba,1,0.0069217020519742,710.3517456054688
2025-07-28,META,SVM,prueba,1,-0.0248738417009347,715.28564453125
2025-07-29,META,SVM,prueba,1,-0.0068662906429154,697.7131958007812
2025-07-30,META,SVM,prueba,1,0.1066341214835012,692.9389038085938
2025-07-31,META,SVM,prueba,0,-0.0307615518499594,770.913330078125
2025-08-01,META,SVM,prueba,0,0.0345426415722994,747.5598754882812
2025-08-04,META,SVM,prueba,0,-0.0167684415243469,773.833740234375
2025-08-05,META,SVM,prueba,0,0.0111108660423451,760.9659423828125
2025-08-06,META,SVM,prueba,0,-0.0132482716323621,769.4680786132812
2025-08-07,META,SVM,prueba,1,0.0097576045996762,759.3411865234375
2025-08-08,META,SVM,prueba,0,-0.0044685253969936,766.7868041992188
2025-08-11,META,SVM,prueba,0,0.0310204721616736,763.3680419921875
2025-08-12,META,SVM,prueba,0,-0.0126363632047432,787.419189453125
2025-08-13,META,SVM,prueba,0,0.0026243728028834,777.5316772460938
2025-08-14,META,SVM,prueba,0,0.0039557423152371,779.5748901367188
2025-08-15,META,SVM,prueba,0,-0.0230075598434056,782.664794921875
2025-08-18,META,SVM,prueba,1,-0.0209245475450959,764.8631591796875
2025-08-19,META,SVM,prueba,1,-0.005016052694754,749.0250244140625
2025-08-20,META,SVM,prueba,1,-0.0115953716417361,745.2772827148438
2025-08-21,META,SVM,prueba,1,0.0210064039343664,736.6854248046875
2025-08-22,META,SVM,prueba,1,-0.0019759767623025,752.32421875
2025-08-25,META,SVM,prueba,1,0.0010613994178273,750.839111328125
2025-08-26,META,SVM,prueba,1,-0.0089511624709715,751.636474609375
2025-08-27,META,SVM,prueba,1,0.0049783812613423,744.9384765625
2025-08-28,META,SVM,prueba,1,-0.0166602090976444,748.6563110351562
2025-08-29,META,SVM,prueba,1,-0.0048717853417044,736.286865234375
2025-09-02,META,SVM,prueba,1,0.0026355741861525,732.7085571289062
2025-09-03,META,SVM,prueba,1,0.0156158903657349,734.6422119140625
2025-09-04,META,SVM,prueba,1,0.005062898355998,746.204345703125
2025-09-05,META,SVM,prueba,1,-0.0001994035480253,749.9918823242188
2025-09-08,META,SVM,prueba,1,0.0176553173990578,749.8423461914062
2025-09-09,META,SVM,prueba,0,-0.0180807088541439,763.1986083984375
2025-09-10,META,SVM,prueba,1,-0.0014371661262641,749.5234375
2025-09-11,META,SVM,prueba,1,0.0062263375551771,748.447021484375
2025-09-12,META,SVM,prueba,0,0.0119847275282746,753.1216430664062
2025-09-15,META,SVM,prueba,0,0.0185274595334401,762.201904296875
2025-09-16,META,SVM,prueba,0,-0.0042194971415561,776.4552001953125
2025-09-17,META,SVM,prueba,0,0.0058227463338258,773.1858520507812
2025-09-18,META,SVM,prueba,0,-0.0023994664280722,777.7010498046875
2025-09-19,META,SVM,prueba,0,-0.0164552224160976,775.8372192382812
2025-09-22,META,SVM,prueba,1,-0.0128374689351212,763.1751098632812
2025-09-23,META,SVM,prueba,1,0.0069389634728092,753.4404907226562
2025-09-24,META,SVM,prueba,1,-0.0155676937857584,758.686767578125
2025-09-25,META,SVM,prueba,1,-0.0069138487056594,746.9672241210938
2025-09-26,META,SVM,prueba,1,-0.0004705735273605,741.8206176757812
2025-09-29,META,SVM,prueba,1,-0.0122077913008518,741.4716186523438
2025-09-30,META,SVM,prueba,1,-0.0234765841170743,732.4749145507812
2025-10-01,META,SVM,prueba,1,0.0134452441822627,715.4791870117188
2025-10-02,META,SVM,prueba,1,-0.0229418336416902,725.1639404296875
2025-10-03,META,SVM,prueba,1,0.0071518329882274,708.7167358398438
2025-10-06,META,SVM,prueba,1,-0.0036115720281153,713.8035278320312
2025-10-07,META,SVM,prueba,1,0.0066531265865025,711.230224609375
2025-10-08,META,SVM,prueba,1,0.021594502976112,715.9779052734375
2025-10-09,META,SVM,prueba,0,-0.0392180134875514,731.6072387695312
2025-10-10,META,SVM,prueba,1,0.0146377904268527,703.4703979492188
2025-10-13,META,SVM,prueba,1,-0.0098991984444679,713.8433837890625
2025-10-14,META,SVM,prueba,1,0.0124807648469315,706.811767578125
2025-10-15,META,SVM,prueba,1,-0.0076663752064321,715.6885986328125
2025-10-16,META,SVM,prueba,1,0.0067880142303057,710.2228393554688
2025-10-17,META,SVM,prueba,0,0.0210484816166533,715.0602416992188
2025-10-20,META,SVM,prueba,0,0.0015012852185218,730.2706909179688
2025-10-21,META,SVM,prueba,1,0.0001908397828216,731.3678588867188
2025-10-22,META,SVM,prueba,0,0.0008041809835501,731.5074462890625
2025-10-23,META,SVM,prueba,1,0.0059224045127365,732.095947265625
