Date,ret_1,ret_5,ret_10,ret_norm,vol_20,cambio_vol,dist_sma20,dist_sma50,cruce_sma,rsi_14,rango_rel,volumen_rel,retorno_futuro,objetivo,Close
2015-04-13,-0.0069893280919174,-0.009895807865562302,-0.004387215117096303,-0.9684323059092932,0.007217157099437,-0.29308497140675716,-0.0006960239937177785,-0.0092087051453992,-0.008518610308849595,0.26043293465278267,0.008374284859057958,-0.2103525462253203,0.0099993074264502,1,67.80271911621094
2015-04-14,0.0099993074264502,0.0029058433480363983,-0.00031099127158240245,1.4140667482548446,0.0070713121843723,-0.3084844138225393,0.008797710117976839,5.655849266144021e-05,-0.00866492016946896,0.3310167264758785,0.014612951532034615,-0.05598416329920086,0.0014498725663667,1,68.48410034179688
2015-04-15,0.0014498725663667,0.006228354799938198,0.010506902777322196,0.2339461853231822,0.0061974618836541,-0.3429744749996968,0.008942849265883117,0.0011061090964989,-0.007767278567944902,0.34089567148367506,0.008279034197421629,-0.2564320734264586,-0.0018646037987311,0,68.58346557617188
2015-04-16,-0.0018646037987311,0.0010372465170773986,0.014200911614395595,-0.30280374893598166,0.006157796279878,-0.32945001960780085,0.006112627257723955,-0.0009431209459055,-0.007012881075611488,0.3340647800599645,0.007361317853163518,-0.18147056480522583,-0.0066576285311787,0,68.45570373535156
2015-04-17,-0.0066576285311787,-0.004062380429010301,0.0012533251688397968,-1.0713209646346824,0.0062144107610635,-0.20523513931921067,-0.0014540278897197357,-0.0075421553024836,-0.006096992610062357,0.3102607458406615,0.007932388639981873,0.09721410138613518,0.0071760713980596,1,68.00146484375
2015-04-20,0.0071760713980596,0.010103019060966698,0.00020721119540439894,1.2534318357439325,0.0057251389293144,-0.2067321175867144,0.005129815109502367,-0.000504975909879,-0.005606033106049568,0.36296523314243195,0.0072539334470125,0.0314732529286168,0.0028976791863051,1,68.49120330810547
2015-04-21,0.0028976791863051,0.0030013908208215987,0.0059072341688579996,0.5133597014365163,0.0056445396438338,-0.20176913468644297,0.007558566531609565,0.0022472447248272,-0.005271476997179336,0.38355227029222916,0.010539333084643604,-0.027923136163475637,0.0051526795936245,1,68.68995666503906
2015-04-22,0.0051526795936245,0.006704197848079399,0.012932552648017598,0.8978645399330631,0.00573881622946,-0.0740054013730661,0.01201555872098954,0.0070183625291075,-0.004937864985195994,0.4196153328503777,0.00986841176520409,0.256418746120864,-0.016061843159696,0,69.04480743408203
2015-04-23,-0.016061843159696,-0.0074930415128855,-0.0064557949958081,-2.3958955899509324,0.0067038994633422,0.08868484091438944,-0.00435282634648696,-0.0086970388667004,-0.004363204792991571,0.35104828874873634,0.020787688534223102,0.7968482789491202,-0.0058667238557575,0,67.9446792602539
2015-04-24,-0.0058667238557575,-0.006702136837464301,-0.0107645172664746,-0.8653271145136817,0.0067797758296926,0.09097645623482209,-0.009940072840302693,-0.0135637847196445,-0.0036600934750865566,0.3300645833423147,0.01260898362225401,0.2310736466470702,-0.0071710320539006,0,67.54723358154297
2015-04-27,-0.0071710320539006,-0.021049240289424502,-0.0109462212284578,-1.0401868816894282,0.0068939843215997,0.2041601796421859,-0.016267347943853244,-0.0195731513088002,-0.0033604692881112896,0.30613331022487544,0.008572310052981041,0.20823774847826648,-0.0007408643573892,0,67.06458282470703
2015-04-28,-0.0007408643573892,-0.0246877838331188,-0.0216863930122972,-0.11037437785640804,0.0067122856932705,0.18916441673026885,-0.01592013852079183,-0.0194751271452047,-0.003612500126838558,0.30369311497490886,0.00794323252006457,0.14382029067969015,-0.0004237115222225,0,67.0149154663086
2015-04-29,-0.0004237115222225,-0.0302641749489658,-0.023559977100886403,-0.06595557088883545,0.0064241961143304,0.1194287911419829,-0.0157009625557014,-0.0192131325841649,-0.0035681941105852877,0.3022103011778111,0.012820503493168173,0.11360643269474546,0.0078103699784247,1,66.98652648925781
2015-04-30,0.0078103699784247,-0.0063919618108451,-0.013885003323730601,1.186898404074397,0.0065804873876426,-0.01840899857977185,-0.007998664073630793,-0.0107932184562046,-0.0028170873176941447,0.3640757499922886,0.01650546309388786,0.46574137340123856,0.0046148806713317,1,67.51176452636719
2015-05-01,0.0046148806713317,0.004089642716244101,-0.0026124941212202005,0.7092532599729627,0.0065066753045416,-0.040281645294957036,-0.0033425704135586322,-0.0056999939338731,-0.0023653298017281,0.39823597909386554,0.008999588031846138,-0.0022438343124250304,0.0040727615754095,1,67.82404327392578
2015-05-04,0.0040727615754095,0.015333436345554199,-0.005715803943870301,0.6473945539407984,0.0062910037636522,-0.08746474169636376,0.001001521528843935,-0.0011327901519091,-0.002132176260325025,0.4275870817387576,0.010317851956822374,-0.1850220986325617,-0.0055391055024551,0,68.10083770751953
2015-05-05,-0.0055391055024551,0.010535195200488302,-0.0141525886326305,-0.8684674910802309,0.0063780228498425,-0.049798661544326106,-0.004117402717168298,-0.0059532589082483,-0.0018434464023058261,0.39909699096522233,0.009746387791049634,-0.23559456483905217,0.0006289698295649,1,67.72466278076172
2015-05-06,0.0006289698295649,0.0115878765522757,-0.018676298396690102,0.09870213981059098,0.006372403179626,-0.008062165877667726,-0.003204737138414294,-0.0046150116706597,-0.0014148086219800682,0.4039416821542812,0.010682909893162163,-0.2591145976191782,-0.0034626018316273,0,67.76727294921875
2015-05-07,-0.0034626018316273,0.0003149047422237,-0.006077057068621402,-0.5452434783355196,0.0063505607480124,-0.034940670209622327,-0.006027656915899316,-0.0072923889082295,-0.001272401592589567,0.3855393546612549,0.007567012182414893,-0.30465537783239405,0.0146066043369053,1,67.53302764892578
2015-05-08,0.0146066043369053,0.0103066284077973,0.014396271124041397,2.0292900666912965,0.0071978888462806,0.10623144837987208,0.008413100644245775,0.0077053318266987,-0.000701863965367755,0.49139008021705327,0.010978741844529172,0.12095185345090798,-0.0020737522724757,0,68.52669525146484
