Date,ret_1,ret_5,ret_10,ret_norm,vol_20,cambio_vol,dist_sma20,dist_sma50,cruce_sma,rsi_14,rango_rel,volumen_rel,retorno_futuro,objetivo,Close
2015-04-13,-0.0045330792415228,0.006044362501097999,0.016151634340210195,-0.6090251294649668,0.0074431727398591,-0.15397605359814825,0.006032959498667134,0.0083210148321982,0.002274334366412001,0.47279606914338673,0.007652236508388534,-0.3530027510807755,0.0019113040954993,1,173.48199462890625
2015-04-14,0.0019113040954993,0.0106055350158568,0.005936875879314497,0.2782354457179075,0.0068693767272093,-0.21698727596114908,0.007512393121151607,0.0091865594335369,0.0016616830957274509,0.488416882463628,0.007685333754044408,-0.32946137685691346,0.0044769007091708,1,173.8138885498047
2015-04-15,0.0044769007091708,0.011710932143718,0.019191516108725597,0.6510524341256169,0.0068764057616702,-0.13046716799611702,0.011207691294671722,0.0127967507620571,0.0015714471725891688,0.5240998280272279,0.005179852567737394,-0.1133271703214005,-0.0002850388079835,0,174.59378051757812
2015-04-16,-0.0002850388079835,0.0070123409646077,0.022449238589977098,-0.0448302991650596,0.0063581732286466,-0.19561594671673999,0.010714222822672405,0.0118807981228031,0.0011542088493350366,0.5216000398298829,0.005656711836416331,-0.3387960075057097,-0.011570037212443,0,174.5440216064453
2015-04-17,-0.011570037212443,-0.009999950457279201,0.007287976625063898,-1.6986993204123373,0.0068111154654695,-0.0936681782863491,-0.0007638140358802993,-0.0002205922558739,0.0005436370175908589,0.4320498305714438,0.0106756492103035,0.7709370932182009,0.0090954152107115,1,172.5361785888672
2015-04-20,0.0090954152107115,0.003628543994955098,0.009672906496053096,1.3311683333901447,0.0068326559328134,-0.08202373213459191,0.008501781615229796,0.0084637656366106,-3.769549971266439e-05,0.504045300893789,0.006147215861868929,-0.11048464858863327,-0.0011924048791231,0,174.1126251220703
2015-04-21,-0.0011924048791231,0.000524835020332698,0.011130370036189496,-0.17473322063935143,0.0068241452584693,-0.006584508396640931,0.007396796161700597,0.0067816966503163,-0.0006105831522671412,0.4951485587644771,0.007728984112659824,-0.3001488923832243,0.0049019579430439,1,173.90513610839844
2015-04-22,0.0049019579430439,0.0009498922542057978,0.012660824397923796,0.7229424395917775,0.006780564640543,-0.013937676810962585,0.011907007007625243,0.0110579148381937,-0.000839100988086261,0.5318029924682564,0.009257998204558571,-0.24529233439607534,0.0025132861930798,1,174.75970458984375
2015-04-23,0.0025132861930798,0.003748217255269098,0.010760558219876796,0.4357392757012813,0.0057678670095435,-0.09284211012740096,0.013139234109621695,0.0130897246000795,-4.88674289528257e-05,0.5499133078441162,0.009140026051802145,0.017161405396663998,0.0023180128404208,1,175.19947814941406
2015-04-24,0.0023180128404208,0.0176362673081329,0.007636316850853697,0.4062770118740447,0.0057054983980719,-0.16232540367327164,0.01393854170813035,0.0148915925870221,0.0009399493555952709,0.5666045770463237,0.004063315072771318,-0.3629519728213174,-0.0041665444427611,0,175.60606384277344
