Date,ret_1,ret_5,ret_10,ret_norm,vol_20,cambio_vol,dist_sma20,dist_sma50,cruce_sma,rsi_14,rango_rel,volumen_rel,retorno_futuro,objetivo,Close
2015-04-13,0.0013874532018551,-0.0015402186975309996,-0.007569815356810402,0.14670969967870653,0.0094571334062684,0.010350178490950546,-0.004790388060557513,0.0037245667263684,0.008555941064849693,0.636642049513639,0.004545426225108396,-0.42174629562078003,0.0070626927458129,1,94.65682220458984
2015-04-14,0.0070626927458129,-0.002826939242227799,0.004464767241206898,0.7547726128132376,0.009357378137355,0.002790904776351688,0.001093886276216146,0.0118910724496852,0.010785388185349465,0.6618673728431156,0.010556952799308504,-0.12213335105779644,-0.0008411037169149,0,95.32772064208984
2015-04-15,-0.0008411037169149,-0.003972940533355699,0.001478870260233698,-0.09127037911972977,0.0092155168525325,0.02276303318299533,-0.0004671410545130446,0.0120299074836622,0.012502889150997953,0.6560083462048263,0.007273539114943753,-0.3517439497005339,-0.0049890794450957,0,95.24757385253906
2015-04-16,-0.0049890794450957,0.004086695921123901,-0.016559232149714203,-0.608116121836635,0.008204155860936,-0.13779771789480622,-0.004963535531291781,0.00762855025949,0.012654898830773087,0.6209950789587816,0.0111572551041387,0.09318914849120463,0.0113998494141624,1,94.7735595703125
2015-04-17,0.0113998494141624,0.014019812199819801,0.005492677156394598,1.3352339768244332,0.0085377166938745,-0.10200624548881543,0.006096717024560909,0.0196248501014249,0.013446155670671756,0.6651187345927884,0.015214910965631191,0.14150299674374534,-0.0088640563279472,0,95.86014556884766
2015-04-20,-0.0088640563279472,0.003768302670017501,0.0022280839724865,-1.0197393679057545,0.0086924724168994,-0.08085547242700053,-0.0024210975702129143,0.0110177382537334,0.013471451522494515,0.6059699888190486,0.008289215493954836,-0.2165602827056482,-0.0045388992221789,0,95.01419067382812
2015-04-21,-0.0045388992221789,-0.007833289297974298,-0.010660228540202099,-0.5192487815404978,0.0087412804488688,-0.0658408455277355,-0.006415472785363416,0.0065536126564338,0.013052825488490738,0.5778229693599346,0.00686198466144608,-0.2718819899360875,-0.0153833799962129,0,94.58390808105467
2015-04-22,-0.0153833799962129,-0.0223755655772723,-0.026348506110628,-1.7096969164897375,0.0089977234256217,-0.02363333824851588,-0.01984763637623713,-0.0084268676610692,0.011652034050036564,0.49477110618002657,0.015737567468051713,0.5126362059750658,0.0042967672105014,1,93.14002227783205
2015-04-23,0.0042967672105014,-0.013089718921675198,-0.009003023000551297,0.4800712266684522,0.0089502702345226,0.09094346648620077,-0.014509531769295887,-0.0040153011489183,0.010648738834803995,0.5155979709304062,0.009667150946141298,0.05639814450336145,0.0062174303467093,1,93.54108428955078
2015-04-24,0.0062174303467093,-0.018272137989128297,-0.004252325789308499,0.740428121860802,0.0083970748316312,-0.016473006458999184,-0.008321490129052214,0.0022519050471726,0.01066211990174204,0.5449813791021901,0.006508067639452425,-0.23508205680072625,0.0,0,94.12448120117188
